delivery_person_id,name,contact_number,vehicle_type,total_deliveries,average_rating,location
217,Amaira Handa,02508336501,Electric Scooter,272,2.51,"Ranganathan Zila, Nungambakkam, Chennai, Tamil Nadu, India - 168213"
218,Wriddhish Doshi,+912573195927,Electric Scooter,237,4.36,"Warrior Zila, Adyar, Chennai, Tamil Nadu, India - 377943"
219,Charles Karpe,7305842125,Motorcycle,10,4.57,"Kurian Chowk, Adyar, Chennai, Tamil Nadu, India - 954710"
220,Meera Sami,06172944007,Electric Scooter,238,4.46,"Chad Street, Kodambakkam, Chennai, Tamil Nadu, India - 760758"
221,Baljiwan Tank,2717765526,Moped,231,2.60,"Chander Road, Anna Nagar, Chennai, Tamil Nadu, India - 429519"
222,Diya Behl,01738814907,Moped,183,3.25,"Bhattacharyya Zila, Kilpauk, Chennai, Tamil Nadu, India - 154863"
223,Unnati Sharaf,+910904829032,Bike,12,4.16,"Thakkar Marg, Perungudi, Chennai, Tamil Nadu, India - 050740"
224,Ranbir Bawa,+910743072434,Bike,216,2.70,"Kapadia Marg, Kilpauk, Chennai, Tamil Nadu, India - 553663"
225,Onveer Bera,+915506744040,Motorcycle,208,3.38,"Ramachandran Marg, Adyar, Chennai, Tamil Nadu, India - 912988"
226,Dalbir Khalsa,+912227356840,Moped,269,0.89,"Roy Marg, Tambaram, Chennai, Tamil Nadu, India - 394363"
227,Harinakshi Kapoor,06496528895,Electric Scooter,129,1.62,"Mittal Chowk, Adyar, Chennai, Tamil Nadu, India - 269452"
228,Maanav Sandhu,+912651761078,Electric Bike,215,1.38,"Agate Circle, Perungudi, Chennai, Tamil Nadu, India - 437764"
229,Dhriti Chokshi,6166948871,Scooter,271,4.38,"Agate Street, Perungudi, Chennai, Tamil Nadu, India - 820589"
230,Manthan Mohanty,05106108544,Electric Scooter,277,4.15,"Ravel Ganj, Chrompet, Chennai, Tamil Nadu, India - 831304"
231,Ekiya Singhal,06842185157,Bike,1,4.29,"Shere Path, T. Nagar, Chennai, Tamil Nadu, India - 957068"
232,Sarthak Saraf,8584582800,Motorcycle,31,3.98,"Shan Ganj, Adyar, Chennai, Tamil Nadu, India - 070441"
233,Qarin Chakrabarti,+914113240957,Electric Scooter,128,2.24,"Bakshi, Chrompet, Chennai, Tamil Nadu, India - 808253"
234,Madhav Randhawa,00268385926,Electric Scooter,193,4.60,"Mangal Ganj, Perungudi, Chennai, Tamil Nadu, India - 696025"
235,Manbir Sengupta,09664117426,Scooter,1,4.65,"Mani Zila, Chrompet, Chennai, Tamil Nadu, India - 037814"
236,Amruta Bhatia,+917372243254,Electric Scooter,118,2.15,"Sharma Circle, T. Nagar, Chennai, Tamil Nadu, India - 592593"
237,Oscar Khurana,+914935595883,Scooter,254,1.16,"Pall Circle, Adyar, Chennai, Tamil Nadu, India - 396934"
238,Aayush Bahri,00028524269,Moped,211,4.89,"Modi Street, T. Nagar, Chennai, Tamil Nadu, India - 798609"
239,Praneel Gola,+912904843371,Bike,223,4.53,"Chad Path, Chrompet, Chennai, Tamil Nadu, India - 522533"
240,Faris Ravel,04270659786,Scooter,286,4.45,"Sarraf Road, Nungambakkam, Chennai, Tamil Nadu, India - 932424"
241,Warhi Wali,+912593967101,Moped,90,1.54,"Chhabra Nagar, Adyar, Chennai, Tamil Nadu, India - 228223"
242,Omisha Agarwal,06322871682,Moped,273,4.48,"Dutta Nagar, Kodambakkam, Chennai, Tamil Nadu, India - 660993"
243,Vritti Khatri,0474116633,Motorcycle,74,2.06,"Bhatnagar Chowk, Velachery, Chennai, Tamil Nadu, India - 935025"
244,Ansh Sura,+917014083769,Moped,35,3.15,"Pillay Nagar, Guindy, Chennai, Tamil Nadu, India - 901395"
245,Forum Madan,+910872835371,Motorcycle,20,0.14,"Char Zila, Kodambakkam, Chennai, Tamil Nadu, India - 805581"
246,Nandini Shenoy,08327032902,Motorcycle,150,1.89,"Setty Road, Chrompet, Chennai, Tamil Nadu, India - 234935"
247,Nidra Trivedi,6612382611,Moped,268,0.99,"Sami Circle, Mylapore, Chennai, Tamil Nadu, India - 228113"
248,Rudra Bhattacharyya,07649456960,Scooter,85,1.46,"Bahri Nagar, Kodambakkam, Chennai, Tamil Nadu, India - 554768"
249,Yashasvi Rattan,+912816647465,Moped,92,4.38,"Behl Road, Kilpauk, Chennai, Tamil Nadu, India - 740420"
250,Oscar Murthy,03098520684,Bike,272,4.40,"Sarkar Circle, Perungudi, Chennai, Tamil Nadu, India - 145524"
251,Yochana De,+913860145429,Bike,54,2.92,"Chhabra Chowk, Adyar, Chennai, Tamil Nadu, India - 235131"
252,Oscar Kakar,7128825485,Moped,27,1.00,"Srinivas Street, Adyar, Chennai, Tamil Nadu, India - 271463"
253,Gaurika Bala,9619606760,Bike,289,2.69,"Pai Road, Kilpauk, Chennai, Tamil Nadu, India - 333943"
254,Eshana Salvi,7794083787,Bike,124,0.43,"Pau Zila, Anna Nagar, Chennai, Tamil Nadu, India - 954891"
255,Shivansh Mittal,+914053228311,Bike,221,3.27,"Jayaraman Circle, T. Nagar, Chennai, Tamil Nadu, India - 420453"
256,Samaksh Guha,01713626299,Motorcycle,106,0.49,"Gopal, Perungudi, Chennai, Tamil Nadu, India - 811531"
257,Bhavya Menon,2962626620,Motorcycle,185,2.74,"Raghavan Circle, Adyar, Chennai, Tamil Nadu, India - 604413"
258,Abhiram Lala,+917431771096,Bike,18,3.22,"Tank Road, Chrompet, Chennai, Tamil Nadu, India - 931958"
259,Vinaya Varty,07680603530,Moped,260,0.79,"Tara Path, Chrompet, Chennai, Tamil Nadu, India - 799761"
260,Balvan Dar,3853020159,Electric Scooter,259,2.46,"Bir Ganj, Anna Nagar, Chennai, Tamil Nadu, India - 737379"
261,Rudra Loke,03894197051,Electric Scooter,182,0.80,"Iyengar Nagar, Kilpauk, Chennai, Tamil Nadu, India - 676788"
262,Atharv Mittal,0236739126,Bike,143,2.78,"Anand Zila, T. Nagar, Chennai, Tamil Nadu, India - 664415"
263,Theodore Basu,07727114096,Bike,138,4.49,"Bajwa, Tambaram, Chennai, Tamil Nadu, India - 829214"
264,Aayush Agrawal,04831995883,Moped,138,3.78,"Ahluwalia Path, Mylapore, Chennai, Tamil Nadu, India - 890450"
265,Aishani Kapur,03718535631,Electric Scooter,8,2.00,"Dugal Zila, Velachery, Chennai, Tamil Nadu, India - 195129"
266,Vritti Baral,02485939582,Electric Scooter,259,3.89,"Dutta Ganj, Chrompet, Chennai, Tamil Nadu, India - 037845"
267,Gunbir Bakshi,08713021319,Electric Bike,232,4.88,"Viswanathan Street, Kodambakkam, Chennai, Tamil Nadu, India - 299112"
268,Vedhika Choudhry,+915976279888,Electric Bike,66,1.15,"Kara Road, Kilpauk, Chennai, Tamil Nadu, India - 084494"
269,Varenya Chhabra,6816702027,Electric Bike,67,1.54,"Kala Zila, Perungudi, Chennai, Tamil Nadu, India - 776985"
270,Tristan Lall,+910711520897,Electric Scooter,200,3.24,"Shenoy Ganj, Chrompet, Chennai, Tamil Nadu, India - 528118"
271,Dakshesh Dara,02197425743,Electric Bike,277,1.32,"Bandi Path, Perungudi, Chennai, Tamil Nadu, India - 904971"
272,Yutika Mitter,07847421658,Moped,291,4.13,"Sidhu Path, Guindy, Chennai, Tamil Nadu, India - 535645"
273,Darpan Bava,7405166552,Electric Bike,268,4.05,"Nagi Path, Perungudi, Chennai, Tamil Nadu, India - 322149"
274,Gautam Shroff,0884991964,Scooter,157,0.52,"Sampath Circle, Tambaram, Chennai, Tamil Nadu, India - 154195"
275,Yauvani Ravel,+914465574473,Electric Scooter,41,3.02,"Nayar Chowk, Perungudi, Chennai, Tamil Nadu, India - 946764"
276,Ekantika Aurora,3621580571,Electric Bike,97,4.80,"Thakur, Tambaram, Chennai, Tamil Nadu, India - 269936"
277,Aarnav Narain,9240437406,Moped,234,1.07,"Chana, Nungambakkam, Chennai, Tamil Nadu, India - 320566"
278,Chakradhar Das,01723885234,Bike,100,0.23,"Dora, Velachery, Chennai, Tamil Nadu, India - 011529"
279,Parth Apte,9622435557,Bike,227,0.39,"Palla Ganj, Velachery, Chennai, Tamil Nadu, India - 804902"
280,Chasmum Thakur,8247320887,Scooter,171,2.76,"Natarajan Circle, Kodambakkam, Chennai, Tamil Nadu, India - 428707"
281,Aayush Srinivas,08747257536,Moped,171,3.22,"Mohan Zila, Guindy, Chennai, Tamil Nadu, India - 849011"
282,Avi Bhatia,00629197890,Moped,131,2.13,"Sengupta Marg, Chrompet, Chennai, Tamil Nadu, India - 001236"
283,Kiaan Bora,6845759048,Bike,56,3.31,"Taneja Nagar, Perungudi, Chennai, Tamil Nadu, India - 536622"
284,Aditya Sekhon,02538145530,Electric Scooter,96,1.35,"Dugar, Velachery, Chennai, Tamil Nadu, India - 068238"
285,Nilima Mahal,+912701583938,Scooter,112,1.05,"Bhattacharyya Path, Adyar, Chennai, Tamil Nadu, India - 905008"
286,David Arora,+919397398131,Moped,50,2.93,"Golla Chowk, Anna Nagar, Chennai, Tamil Nadu, India - 101246"
287,Vedant Chanda,4407258148,Electric Bike,100,4.61,"Sami, Perungudi, Chennai, Tamil Nadu, India - 841874"
288,Idika Jaggi,+914875615274,Moped,242,2.13,"Goyal Marg, Velachery, Chennai, Tamil Nadu, India - 371432"
289,Isaiah De,1500350680,Motorcycle,224,0.74,"Bawa Path, Anna Nagar, Chennai, Tamil Nadu, India - 704212"
290,Ishani Dhingra,+918782786600,Scooter,93,3.54,"Kannan Nagar, Chrompet, Chennai, Tamil Nadu, India - 647337"
291,Siddharth Tata,9426996989,Electric Scooter,268,0.40,"Sehgal Road, Velachery, Chennai, Tamil Nadu, India - 198482"
292,Hritik Narula,07205593765,Electric Scooter,25,4.39,"Trivedi Ganj, Kilpauk, Chennai, Tamil Nadu, India - 139471"
293,Tamanna Manda,3092507742,Bike,144,3.05,"Pandey, Perungudi, Chennai, Tamil Nadu, India - 139930"
294,Harinakshi Walla,02333670802,Electric Scooter,85,4.71,"Sur Ganj, Perungudi, Chennai, Tamil Nadu, India - 844756"
295,Urishilla Shan,9195014877,Scooter,33,2.52,"Divan Chowk, Mylapore, Chennai, Tamil Nadu, India - 076892"
296,Amara Mann,9735831087,Moped,40,2.00,"Nori, Velachery, Chennai, Tamil Nadu, India - 643037"
297,Jhalak Sawhney,+919795543511,Moped,230,0.73,"Bhattacharyya Zila, Chrompet, Chennai, Tamil Nadu, India - 027344"
298,Deepa Chander,+915086964664,Electric Bike,226,0.20,"Dixit Ganj, T. Nagar, Chennai, Tamil Nadu, India - 371741"
299,Yashica Aggarwal,06939247121,Moped,262,1.53,"Golla Marg, Tambaram, Chennai, Tamil Nadu, India - 053125"
300,Watika Raju,+912739967826,Electric Bike,198,4.09,"Mishra Ganj, Tambaram, Chennai, Tamil Nadu, India - 663334"
301,Naveen Choudhary,0548133901,Electric Bike,155,2.29,"Kibe, Guindy, Chennai, Tamil Nadu, India - 273108"
302,Oscar Bala,+918090144690,Electric Bike,125,0.25,"Jani Nagar, Kodambakkam, Chennai, Tamil Nadu, India - 028627"
303,Qabil Sheth,+917341808022,Motorcycle,252,2.65,"Hayer, Velachery, Chennai, Tamil Nadu, India - 914674"
304,Vamakshi Kar,7641652697,Moped,98,0.89,"Naik Marg, Adyar, Chennai, Tamil Nadu, India - 540146"
305,Yadavi Sami,01075295626,Scooter,3,4.66,"Suresh Chowk, Mylapore, Chennai, Tamil Nadu, India - 112739"
306,Yahvi Saran,9320450732,Scooter,182,4.11,"Pradhan Zila, Perungudi, Chennai, Tamil Nadu, India - 318305"
307,Radha Balasubramanian,3511182756,Moped,249,1.86,"Raman Street, Guindy, Chennai, Tamil Nadu, India - 222095"
308,Amaira Tak,7125904270,Bike,285,4.43,"Choudhary Circle, Nungambakkam, Chennai, Tamil Nadu, India - 541667"
309,Onveer Dube,5779106461,Scooter,268,0.71,"Devan Road, Nungambakkam, Chennai, Tamil Nadu, India - 572452"
310,Aarna Lala,4790202031,Motorcycle,297,2.68,"Chopra, Kodambakkam, Chennai, Tamil Nadu, India - 581863"
311,Charles Prabhakar,+918697802884,Moped,64,3.57,"Sarkar Ganj, Adyar, Chennai, Tamil Nadu, India - 080866"
312,Ikshita Chawla,06044091050,Scooter,128,2.11,"Garg, T. Nagar, Chennai, Tamil Nadu, India - 588854"
313,Patrick Baral,03030731104,Electric Scooter,106,4.49,"Majumdar Chowk, Kodambakkam, Chennai, Tamil Nadu, India - 920684"
314,Chakradhar Patil,6868589277,Bike,198,0.69,"Vora Circle, Kodambakkam, Chennai, Tamil Nadu, India - 464375"
315,Ria Solanki,+910539400085,Moped,222,1.31,"Apte Road, Kodambakkam, Chennai, Tamil Nadu, India - 792506"
316,Fiyaz Wason,5727874136,Motorcycle,186,1.10,"Wagle Street, Mylapore, Chennai, Tamil Nadu, India - 237214"
317,Ishwar Sandal,07201000152,Motorcycle,10,3.86,"Gopal Marg, Adyar, Chennai, Tamil Nadu, India - 590961"
318,Ekaraj Narula,04037813880,Moped,250,3.63,"Kar Chowk, Anna Nagar, Chennai, Tamil Nadu, India - 327895"
319,Zashil Badal,06529375960,Scooter,53,1.85,"Soman Chowk, Perungudi, Chennai, Tamil Nadu, India - 868968"
320,Sarthak Mannan,01614914913,Bike,155,1.05,"Yadav Ganj, Nungambakkam, Chennai, Tamil Nadu, India - 498083"
321,Mohammed Sampath,9117565804,Bike,200,3.26,"Sarma Path, Chrompet, Chennai, Tamil Nadu, India - 266764"
322,Vedika Baria,8635770797,Scooter,128,0.40,"Suri Circle, Tambaram, Chennai, Tamil Nadu, India - 823025"
323,Yadavi Kant,9108061491,Motorcycle,0,0.21,"Desai Chowk, Kilpauk, Chennai, Tamil Nadu, India - 035795"
324,Upadhriti Raval,7128763176,Motorcycle,286,1.63,"Mand Path, Velachery, Chennai, Tamil Nadu, India - 968083"
325,Mohini Dar,+919726916248,Electric Scooter,279,4.96,"Magar Path, Nungambakkam, Chennai, Tamil Nadu, India - 689776"
326,Amol Mammen,07225113476,Electric Bike,223,2.71,"Chhabra Road, Velachery, Chennai, Tamil Nadu, India - 687167"
327,Ati Sha,+918267814968,Electric Scooter,288,1.80,"Sankaran Path, Chrompet, Chennai, Tamil Nadu, India - 627439"
328,Laban Manne,+912718587786,Electric Bike,210,3.68,"De Circle, Adyar, Chennai, Tamil Nadu, India - 098786"
329,Aarini Mahajan,4306825321,Motorcycle,273,3.91,"Minhas Street, Guindy, Chennai, Tamil Nadu, India - 824734"
330,Ekaraj Oza,+918579434619,Motorcycle,299,0.07,"Pai Marg, Anna Nagar, Chennai, Tamil Nadu, India - 835818"
331,Niharika Sood,0848968649,Moped,201,2.48,"Mahajan Chowk, Mylapore, Chennai, Tamil Nadu, India - 747073"
332,Ekiya Pal,04000354650,Scooter,213,0.22,"Ramaswamy Marg, Mylapore, Chennai, Tamil Nadu, India - 200686"
333,Yashica Patil,4589430291,Bike,94,0.47,"Dugar Nagar, Kodambakkam, Chennai, Tamil Nadu, India - 541951"
334,Pallavi Lad,+912179533816,Bike,146,1.64,"Baral Marg, Mylapore, Chennai, Tamil Nadu, India - 441415"
335,Bhavika Luthra,8192115160,Electric Bike,22,4.93,"Kale Nagar, T. Nagar, Chennai, Tamil Nadu, India - 333585"
336,Anusha Jayaraman,07784664071,Scooter,236,2.91,"Bir Path, Velachery, Chennai, Tamil Nadu, India - 933933"
337,Ojasvi Edwin,05739954726,Electric Bike,282,3.97,"Lad, Anna Nagar, Chennai, Tamil Nadu, India - 103296"
338,Neha Srinivas,6876507871,Electric Scooter,265,3.21,"Mital Road, Kodambakkam, Chennai, Tamil Nadu, India - 584529"
339,Ekantika Patla,03282031444,Electric Scooter,272,2.81,"Keer Street, Kilpauk, Chennai, Tamil Nadu, India - 062703"
340,Vasana Walia,03117517262,Electric Bike,291,3.54,"Grover Road, Kilpauk, Chennai, Tamil Nadu, India - 929808"
341,Watika Buch,2122570745,Moped,203,3.32,"Mukherjee Zila, Adyar, Chennai, Tamil Nadu, India - 975078"
342,Aachal Barman,0756998285,Electric Scooter,210,3.46,"Sani, T. Nagar, Chennai, Tamil Nadu, India - 127813"
343,Urvi Chakraborty,+913939816189,Motorcycle,274,3.98,"Baria Circle, T. Nagar, Chennai, Tamil Nadu, India - 585224"
344,Shravya Mammen,08878906272,Bike,24,1.65,"Mitra Chowk, Velachery, Chennai, Tamil Nadu, India - 828397"
345,Bhavini Bandi,08338866705,Scooter,31,2.17,"Garg Circle, Kilpauk, Chennai, Tamil Nadu, India - 745608"
346,Shivani Natt,2336021928,Bike,9,4.75,"Ramanathan Road, Tambaram, Chennai, Tamil Nadu, India - 152541"
347,Odika Naik,+916461689520,Bike,39,1.79,"Bose Nagar, Guindy, Chennai, Tamil Nadu, India - 197506"
348,Pranit Nayar,+919197102269,Motorcycle,66,2.43,"Bal Nagar, Chrompet, Chennai, Tamil Nadu, India - 852137"
349,Tamanna Krish,0578345713,Electric Bike,218,3.88,"Mahal Ganj, Anna Nagar, Chennai, Tamil Nadu, India - 477414"
350,Simon Hayre,02211247409,Bike,242,3.59,"Wadhwa Zila, Velachery, Chennai, Tamil Nadu, India - 435524"
351,Sneha Dyal,+915229328249,Scooter,91,3.97,"Dani Road, Chrompet, Chennai, Tamil Nadu, India - 263907"
352,Max Dani,09643301726,Bike,182,4.33,"Misra Path, Kilpauk, Chennai, Tamil Nadu, India - 426495"
353,Samuel Bora,5217838420,Electric Bike,250,4.01,"Gandhi Nagar, T. Nagar, Chennai, Tamil Nadu, India - 735319"
354,Chakradev Peri,7243517799,Electric Scooter,96,1.59,"Dhawan Path, Kodambakkam, Chennai, Tamil Nadu, India - 558851"
355,Lavanya Ganesan,00205170482,Electric Scooter,81,1.66,"Raval Street, Velachery, Chennai, Tamil Nadu, India - 299195"
356,Reva Johal,06048370366,Electric Bike,189,0.18,"Nair Nagar, Mylapore, Chennai, Tamil Nadu, India - 622166"
357,Mugdha Bir,3115795560,Electric Scooter,65,1.70,"Oommen Chowk, T. Nagar, Chennai, Tamil Nadu, India - 535473"
358,Janaki Ghosh,1108142178,Electric Scooter,238,1.56,"Gupta Marg, Anna Nagar, Chennai, Tamil Nadu, India - 102946"
359,Arunima Ramanathan,5458895543,Scooter,199,2.22,"Sunder Circle, T. Nagar, Chennai, Tamil Nadu, India - 940518"
360,Waida Master,+910285355184,Bike,186,1.64,"Arora Path, Guindy, Chennai, Tamil Nadu, India - 798873"
361,Harshil Samra,6467815045,Electric Scooter,274,4.09,"Raj Path, Adyar, Chennai, Tamil Nadu, India - 473380"
362,Vivaan Bala,09920954909,Scooter,14,3.76,"Deol Chowk, T. Nagar, Chennai, Tamil Nadu, India - 825030"
363,Oscar Patla,9407255427,Electric Bike,115,4.09,"Dey Zila, Mylapore, Chennai, Tamil Nadu, India - 760041"
364,Tarak Chada,+910291312507,Bike,108,1.87,"Dora Nagar, Nungambakkam, Chennai, Tamil Nadu, India - 252649"
365,Irya Arya,07147442312,Moped,119,3.77,"Vohra Chowk, Kilpauk, Chennai, Tamil Nadu, India - 136351"
366,Tanish Sekhon,00423136070,Motorcycle,121,3.25,"Subramanian, Adyar, Chennai, Tamil Nadu, India - 608834"
367,Ati Shere,8247676079,Electric Scooter,211,2.39,"Mody Ganj, Nungambakkam, Chennai, Tamil Nadu, India - 012901"
368,Advika Shere,+919657322392,Moped,259,4.39,"Balasubramanian Marg, Kodambakkam, Chennai, Tamil Nadu, India - 323211"
369,Chakrika Lala,+914903431153,Electric Bike,229,3.08,"Raja Zila, Perungudi, Chennai, Tamil Nadu, India - 027540"
370,Oni Bath,07683649666,Motorcycle,40,4.34,"Malhotra Path, Guindy, Chennai, Tamil Nadu, India - 284190"
371,Shivansh Hayer,4785483761,Motorcycle,224,4.61,"Joshi Circle, Nungambakkam, Chennai, Tamil Nadu, India - 427118"
372,Barkha Minhas,0188419936,Bike,13,4.20,"Sharma Street, Tambaram, Chennai, Tamil Nadu, India - 402472"
373,Abha Dass,4570893202,Electric Scooter,2,4.74,"Murty Circle, Guindy, Chennai, Tamil Nadu, India - 721811"
374,Krish Shukla,00350614530,Electric Bike,79,3.27,"Kothari Path, Kodambakkam, Chennai, Tamil Nadu, India - 895097"
375,Zaitra Sinha,01415270178,Motorcycle,140,0.67,"Dhingra Marg, Anna Nagar, Chennai, Tamil Nadu, India - 687832"
376,Anvi Chacko,+917685051873,Electric Scooter,283,0.92,"Dass Path, Kodambakkam, Chennai, Tamil Nadu, India - 035016"
377,Warhi Bobal,+913009135876,Moped,221,3.88,"Handa Path, Adyar, Chennai, Tamil Nadu, India - 713192"
378,Amol Kibe,01919304797,Motorcycle,202,2.29,"Rama Circle, Adyar, Chennai, Tamil Nadu, India - 219766"
379,Andrew More,4765516598,Scooter,106,3.98,"Rout, Adyar, Chennai, Tamil Nadu, India - 357385"
380,Victor Naik,+919186476960,Scooter,93,2.32,"Sangha Marg, Guindy, Chennai, Tamil Nadu, India - 278727"
381,Girik Dar,07462707802,Electric Scooter,253,1.87,"Bose Zila, T. Nagar, Chennai, Tamil Nadu, India - 845860"
382,Oscar Dyal,+913575428191,Moped,164,4.06,"Mammen Path, Kilpauk, Chennai, Tamil Nadu, India - 646325"
383,Pranav Dugar,03424997215,Electric Scooter,242,4.69,"Randhawa, Guindy, Chennai, Tamil Nadu, India - 060661"
384,Urmi Khalsa,+917460825242,Moped,111,4.51,"Hora Road, Nungambakkam, Chennai, Tamil Nadu, India - 256293"
385,Mohini Karan,07154375726,Scooter,267,0.71,"Tailor Zila, Anna Nagar, Chennai, Tamil Nadu, India - 191145"
386,Warda Dalal,8452697345,Scooter,120,2.45,"Behl Nagar, Kodambakkam, Chennai, Tamil Nadu, India - 585082"
387,Lavanya Murty,+911871265679,Electric Scooter,118,1.08,"Handa Marg, Velachery, Chennai, Tamil Nadu, India - 638157"
388,Siddharth Mishra,03326559068,Moped,97,2.81,"Dass, Kodambakkam, Chennai, Tamil Nadu, India - 292086"
389,Chandani Pal,+911606328070,Bike,72,3.67,"Dutta Zila, Chrompet, Chennai, Tamil Nadu, India - 729583"
390,Leela Maharaj,06184065931,Electric Scooter,73,4.10,"Kota Zila, Kodambakkam, Chennai, Tamil Nadu, India - 957721"
391,Yasti Bhakta,01750418807,Motorcycle,51,0.32,"Sur Nagar, Kodambakkam, Chennai, Tamil Nadu, India - 549156"
392,Ansh Natt,09385604843,Moped,50,2.61,"Raghavan Nagar, Velachery, Chennai, Tamil Nadu, India - 857560"
393,Madhavi Nath,03902126229,Bike,185,3.19,"Randhawa, Tambaram, Chennai, Tamil Nadu, India - 571125"
394,Vrishti Cheema,+918902005164,Moped,287,0.25,"Kakar Zila, Perungudi, Chennai, Tamil Nadu, India - 610609"
395,Bhavini Natt,+915984203674,Electric Bike,212,1.45,"Pathak Street, Mylapore, Chennai, Tamil Nadu, India - 211026"
396,Keya Ravi,2926760338,Motorcycle,180,2.92,"Golla Ganj, Chrompet, Chennai, Tamil Nadu, India - 449982"
397,Riya Minhas,+919050807219,Electric Scooter,133,2.08,"Sahota Ganj, Guindy, Chennai, Tamil Nadu, India - 376253"
398,Radha Chadha,00492757308,Electric Scooter,151,4.29,"Bora Circle, Kilpauk, Chennai, Tamil Nadu, India - 358168"
399,Vasudha Randhawa,+914823307239,Electric Bike,256,1.50,"Nagy Marg, Tambaram, Chennai, Tamil Nadu, India - 325434"
400,Niharika Deo,1235434145,Electric Scooter,28,4.11,"Karnik Street, Nungambakkam, Chennai, Tamil Nadu, India - 963100"
401,Aashi Bhattacharyya,08358531152,Motorcycle,17,4.44,"Singhal Street, T. Nagar, Chennai, Tamil Nadu, India - 400391"
402,Ati Ganguly,00854880677,Bike,82,2.00,"Tara Street, Anna Nagar, Chennai, Tamil Nadu, India - 411704"
403,Chatura Gaba,+916158146140,Electric Scooter,238,0.93,"Bhatnagar Nagar, Mylapore, Chennai, Tamil Nadu, India - 620683"
404,Rachit Dugar,09698799547,Scooter,229,4.59,"Verma Street, Kilpauk, Chennai, Tamil Nadu, India - 558294"
405,Yashica Murty,2213993178,Electric Bike,263,4.26,"Badami Ganj, T. Nagar, Chennai, Tamil Nadu, India - 202104"
406,Mekhala Prabhu,04613607760,Electric Bike,270,4.61,"Kaul Chowk, Velachery, Chennai, Tamil Nadu, India - 268067"
407,Janya Lall,+913052590761,Electric Bike,220,3.32,"Kar Marg, Kilpauk, Chennai, Tamil Nadu, India - 666832"
408,Advika Kashyap,+916790770020,Electric Scooter,237,4.22,"Subramaniam, Adyar, Chennai, Tamil Nadu, India - 479919"
409,Rehaan Ratti,+911868795367,Bike,145,4.25,"Sha Ganj, Chrompet, Chennai, Tamil Nadu, India - 116385"
410,Chandani Murty,+911936745603,Electric Bike,162,4.75,"More Zila, Tambaram, Chennai, Tamil Nadu, India - 455386"
411,Chandresh Yohannan,+919692278726,Moped,107,0.14,"Luthra Path, Perungudi, Chennai, Tamil Nadu, India - 471103"
412,Indira Dada,+915978023561,Electric Scooter,154,3.82,"Bal Circle, Kilpauk, Chennai, Tamil Nadu, India - 787976"
413,Zehaan Ahuja,6515215535,Bike,158,2.83,"Kunda Nagar, Tambaram, Chennai, Tamil Nadu, India - 330756"
414,Prisha Mohanty,2158217462,Electric Bike,129,2.79,"Dixit, Kodambakkam, Chennai, Tamil Nadu, India - 935817"
415,Xiti Mani,2517172599,Motorcycle,3,3.71,"Deshpande Path, Adyar, Chennai, Tamil Nadu, India - 531065"
416,Arunima Thaker,+910819642778,Motorcycle,224,2.74,"Rai Marg, Perungudi, Chennai, Tamil Nadu, India - 928380"
417,Mohammed Sidhu,4939461392,Moped,58,1.47,"Dhillon Nagar, Kodambakkam, Chennai, Tamil Nadu, India - 044910"
418,Priya D’Alia,7816948584,Bike,180,0.05,"Raval Path, Guindy, Chennai, Tamil Nadu, India - 294459"
419,Simon Sarkar,+913766347330,Moped,145,4.28,"Basu Path, Chrompet, Chennai, Tamil Nadu, India - 828345"
420,Jyoti Muni,9836904818,Electric Bike,280,2.85,"Kala Zila, Mylapore, Chennai, Tamil Nadu, India - 473171"
421,Adweta Gokhale,+917637275641,Scooter,97,0.70,"Narang Marg, Adyar, Chennai, Tamil Nadu, India - 884784"
422,Yoshita Aurora,01105108620,Scooter,129,3.47,"Rao Ganj, Mylapore, Chennai, Tamil Nadu, India - 867671"
423,Faris Dar,7371434025,Electric Bike,155,3.57,"Jha Ganj, Nungambakkam, Chennai, Tamil Nadu, India - 902011"
424,Ekta Banerjee,05321455458,Electric Bike,94,0.71,"Ghosh Ganj, Perungudi, Chennai, Tamil Nadu, India - 927068"
425,Aarini Dayal,06545249693,Motorcycle,171,2.17,"Nazareth Street, Tambaram, Chennai, Tamil Nadu, India - 464832"
426,Ayush Dada,04079746864,Moped,225,3.06,"Upadhyay Zila, Kilpauk, Chennai, Tamil Nadu, India - 013621"
427,Logan Gokhale,2268740494,Motorcycle,235,4.35,"Ganesan Circle, Anna Nagar, Chennai, Tamil Nadu, India - 111709"
428,Shaurya Sarkar,+910238833225,Moped,25,4.78,"Bora Ganj, Perungudi, Chennai, Tamil Nadu, India - 565367"
429,Maanas Uppal,08208142802,Motorcycle,232,1.38,"Kuruvilla Chowk, T. Nagar, Chennai, Tamil Nadu, India - 475909"
430,Dhruv Khosla,+915288440056,Moped,208,3.34,"Mittal Nagar, Mylapore, Chennai, Tamil Nadu, India - 887427"
431,Yochana Misra,00705284566,Motorcycle,198,4.27,"Nigam Marg, Anna Nagar, Chennai, Tamil Nadu, India - 767662"
432,Naksh Khurana,+910158490408,Electric Scooter,159,4.68,"Suri Path, Perungudi, Chennai, Tamil Nadu, India - 976073"
433,Jack Bakshi,+915101036862,Electric Bike,13,0.45,"Goyal Road, Tambaram, Chennai, Tamil Nadu, India - 092007"
